,time,open,close,high,low,volume,amount,r_1,r_5,r_10
83,2015/8/13,7928.479,8169.148,8208.854,7887.643,125758,206000000000.0,0.004400214073732147,-0.06849159789980547,-0.2863865362703674
84,2015/8/14,8199.713,8205.094000000001,8352.4,8125.331,131755,222000000000.0,0.029568095136996646,-0.12065029358591149,-0.23412321662615948
85,2015/8/17,8204.721,8447.703000000001,8468.945,7977.485,134034,226000000000.0,-0.10406592182514006,-0.224480429768897,-0.3084508297699388
86,2015/8/18,8465.296,7568.585,8552.078000000001,7552.696,175119,288000000000.0,0.03549051771235975,-0.2343867446821301,-0.3052681577864291
87,2015/8/19,7522.7519999999995,7837.198,7897.856,7331.4980000000005,194753,302000000000.0,-0.029036908344028084,-0.3219634109027233,-0.3328437025579806
88,2015/8/20,7764.512,7609.63,7945.925,7569.090999999999,188069,294000000000.0,-0.05183997119439449,-0.23391623508633136,-0.26201878409331336
89,2015/8/21,7502.154,7215.147,7605.983,7080.986999999999,194260,287000000000.0,-0.09199923438843305,-0.12904186151716665,-0.14646603873767222
90,2015/8/24,7020.672,6551.359,7046.338000000001,6551.359,93269,125000000000.0,-0.11551038494455883,-0.10827631335727456,-0.04643784594921447
91,2015/8/25,6158.420999999999,5794.609,6288.019,5794.609,136962,168000000000.0,-0.08295676205245274,-0.09258122506626429,0.06625330544304185
92,2015/8/26,5784.564,5313.906999999999,6046.236999999999,5228.414000000001,181466,209000000000.0,0.09704855579896324,-0.016046761827032303,0.1779880603857013
93,2015/8/27,5568.103,5829.6140000000005,5971.828,5426.191,177670,206000000000.0,0.07796005018514071,-0.03668338932903625,-0.03808193818664505
94,2015/8/28,5990.203,6284.090999999999,6292.906,5784.637,136361,165000000000.0,-0.07035050892802157,-0.020005757395938243,-0.1365295314787771
95,2015/8/31,6273.683000000001,5842.0019999999995,6273.894,5741.233,90554,109000000000.0,-0.09994262240923571,0.0693471176490527,-0.0009563502374698836
96,2015/9/1,5823.7480000000005,5258.137,6059.880999999999,5250.58,116929,130000000000.0,-0.005610542289027503,0.1750399428542847,0.08213346285956408
97,2015/9/2,5164.213,5228.6359999999995,5758.387,4973.634,169119,184000000000.0,0.0740399599436642,0.1971992313100397,0.1041055449260572
98,2015/9/7,5446.325,5615.764,5741.576,5369.682,14422,16468324880.0,0.09662247202695846,-0.0014518060231876282,0.09583486770455447
99,2015/9/8,5606.23,6158.3730000000005,6158.3730000000005,5557.965999999999,13167,15712455240.0,0.014412085789542157,-0.11890250882822476,-0.02935677978582979
100,2015/9/9,6217.1630000000005,6247.128000000001,6431.585999999999,6169.986999999999,11820,15009255960.0,-0.010982166525161782,-0.0657442908165161,-0.06202322091047286
101,2015/9/10,6190.291,6178.521,6316.894,6103.036999999999,7750,9748959080.0,0.013141980095236436,-0.0790666568908644,-0.03390002235162741
102,2015/9/11,6176.8009999999995,6259.719,6340.236,6139.326,7693,9744708240.0,-0.10417528326750772,-0.07775956077261625,-0.09458954946699688
103,2015/9/14,6303.664000000001,5607.611,6331.604,5607.611,10646,12896677920.0,-0.03236387117437361,0.09742812045985358,0.04506090026572817
104,2015/9/15,5539.2080000000005,5426.1269999999995,5671.066999999999,5348.85,10495,11769378880.0,0.07561341634650286,0.10162976281240765,0.0637517330501111
105,2015/9/16,5451.258000000001,5836.415,5912.378000000001,5399.368,14062,15980553640.0,-0.025085433438163763,0.003982924449340922,-0.008765826282058431
106,2015/9/17,5848.405,5690.005999999999,5973.58,5629.882,12905,15188246200.0,0.01457994947632745,0.04904441225545299,0.06754667745517323
107,2015/9/18,5689.3009999999995,5772.965999999999,5824.834,5625.906999999999,11861,13708389440.0,0.06599449918811238,-0.018249024851350184,0.08398559769795985
108,2015/9/21,5742.891,6153.95,6164.973000000001,5682.684,11523,13593328320.0,-0.028659153876778212,-0.04771813225651813,0.06976364773844443
109,2015/9/22,6052.135,5977.5830000000005,6082.954000000001,5897.024,10478,12712504080.0,-0.019727371414165303,-0.034383629637597814,0.11427946713579715
110,2015/9/23,5956.2480000000005,5859.661,5974.793000000001,5791.425,10233,12217682840.0,0.018671387303804837,-0.012698174860286312,0.13785916966868902
111,2015/9/24,5882.715999999999,5969.069,6027.321999999999,5857.76,9988,12053725200.0,-0.05050268308173362,0.017637256329253243,0.0981042437271205
112,2015/9/25,5967.269,5667.615,5986.236999999999,5594.451,11773,13831953880.0,0.03399666349954969,0.10413498446877568,0.15365281516122747
113,2015/9/28,5705.093000000001,5860.295,5894.2119999999995,5645.903,10606,12458306000.0,-0.015057774395316343,0.12336870413520136,0.19032557234746722
114,2015/9/29,5827.425,5772.052,5827.425,5648.847,9770,11416674520.0,0.002287228181589533,0.15395668646089825,0.20433876895079944
115,2015/9/30,5794.058000000001,5785.254,5853.689,5716.401999999999,8197,9659227680.0,0.049970666802183594,0.15249373666221053,0.24286556821878533
116,2015/10/8,6040.379,6074.347,6227.656,6040.379,9351,11626215440.0,0.0302032465382699,0.07907236777879172,0.19686774561940565
117,2015/10/9,6106.68,6257.812,6302.078,6093.899,8910,11157260640.0,0.05200859341891384,0.044847624057737775,0.19678651260216837
118,2015/10/12,6309.092,6583.272,6830.771,6306.57,63348,84385340040.0,0.01176102096343587,0.05960364390230278,0.0667086214879168
119,2015/10/20,6561.276999999999,6660.698,6872.147,6348.675,91984,123000000000.0,0.001016560126281019,0.04366028905679241,0.057691401111415096
120,2015/10/30,6683.920999999999,6667.469,6765.397,6534.155,11905,16035987800.0,-0.01691931376058894,0.07841416285550042,0.059363005662268604
121,2015/11/2,6555.358,6554.66,6741.823,6473.018,11884,15890381640.0,-0.0024715240760008633,0.10916355691980968,0.09919828030744543
122,2015/11/3,6596.321,6538.46,6636.969,6500.531999999999,10800,14354794040.0,0.06686574514488129,0.14541726950994582,0.11561682720395935
123,2015/11/4,6578.63,6975.659000000001,7004.6630000000005,6559.9,13240,18080629680.0,-0.003462468563902157,0.006705316300581829,0.03572422333144436
124,2015/11/5,6952.525,6951.505999999999,7007.416,6871.714,11725,16445495360.0,0.034350398316566395,0.013444137140930505,0.04229831636482817
125,2015/11/6,6941.33,7190.293000000001,7221.812,6941.33,10830,15498494760.0,0.011111786404253487,-0.017665900402111585,-0.008351120044760412
126,2015/11/9,7175.143,7270.19,7358.644,7107.0740000000005,10720,15566647320.0,0.030133325263851526,-0.008984496966379077,-0.022283874286641726
127,2015/11/10,7247.101,7489.265,7619.43,7179.246,84021,125000000000.0,-0.06233348666391153,-0.026017105817460077,-0.00045384961007526666
128,2015/11/20,7460.785,7022.433000000001,7668.774,6866.22,60976,90750563360.0,0.003208289776491957,0.028825622117006948,0.04381957079547776
129,2015/11/30,7018.366,7044.963000000001,7124.323,6848.133000000001,11857,16699720360.0,0.0025985942012754057,0.028471405740526944,0.030922802575400244
130,2015/12/1,7057.243,7063.27,7190.522,6975.161999999999,10909,15546037160.0,0.02004751340384831,0.009482293611882266,-0.037163523410544984
131,2015/12/2,7063.554,7204.871,7212.630999999999,6875.179,13031,18438903240.0,0.012428397399481554,-0.013419948809631748,-0.08148057057510118
132,2015/12/3,7166.079000000001,7294.416,7322.453,7144.0019999999995,10580,15390646480.0,-0.00953565028372385,0.026246103869041717,-0.07746034775093706
133,2015/12/4,7226.545999999999,7224.859,7297.495,7135.645,9352,13610985640.0,0.0028628932412383683,0.014573848430813649,-0.1295333237645192
134,2015/12/7,7248.476,7245.543000000001,7340.0419999999995,7160.0,9605,14039203200.0,-0.015912817024203774,0.002383534263753528,-0.1305748927306071
135,2015/12/8,7218.644,7130.246,7218.644,7069.5109999999995,9728,14002062800.0,-0.003094423390160775,-0.04620766240042767,-0.18323336950786842
136,2015/12/9,7127.791,7108.182,7175.829000000001,7049.936,9455,13565148240.0,0.05313369860254003,-0.06898641593588903,-0.16529838431261334
137,2015/12/10,7088.434,7485.866,7519.706,7001.75,76015,111000000000.0,-0.020800933385663026,-0.10105417329137326,-0.23404252761136793
138,2015/12/21,7453.092,7330.153,7602.99,7201.342,60339,90189700120.0,-0.009186711382422733,-0.14203714438157025,-0.2004019561392512
139,2015/12/30,7348.205,7262.813,7462.857,7253.968000000001,17399,25860189600.0,-0.0636170861069946,-0.1326422695999471,-0.22995483981206727
140,2016/1/4,7264.721,6800.774,7273.41,6800.774,6683,9488583480.0,-0.026902820178997276,-0.1436640888228312,-0.17564530154950014
141,2016/1/5,6628.951,6617.814,6793.411,6571.076999999999,11778,15753695360.0,0.016859645798446513,-0.10344851033891266,-0.11874555555656297
142,2016/1/6,6653.6140000000005,6729.388000000001,6783.079000000001,6618.5109999999995,10850,14659358320.0,-0.06544265243733917,-0.14793811859265674,-0.14808880094296856
143,2016/1/7,6667.825,6288.999,6667.825,6288.999,2509,3301419920.0,0.0016629037466852244,-0.06802720114918134,-0.11245175901602145
144,2016/1/8,6442.670999999999,6299.456999999999,6487.694,6061.6759999999995,13008,16540913600.0,-0.07551603257233125,-0.1121942732524405,-0.09935046782603635
145,2016/1/11,6177.972,5823.746999999999,6267.851,5815.069,14507,17812453280.0,0.018796146192477103,-0.03734657429314828,-0.0235353630574952
146,2016/1/12,5902.831,5933.210999999999,6035.026999999999,5836.477,14991,17971162440.0,-0.03360001860712518,-0.017062093358891042,-0.10982973637714877
147,2016/1/13,5955.718000000001,5733.855,6042.769,5685.644,15281,18220527080.0,0.022205130754091258,-0.00017684437433456614,-0.09937014451882711
148,2016/1/14,5543.1759999999995,5861.1759999999995,5900.613,5517.9130000000005,18386,21081901920.0,-0.04580684831849429,-0.047667225826352855,-0.13941127173113377
149,2016/1/15,5782.409000000001,5592.694,5836.569,5540.161,18882,21682994280.0,0.002423876578979573,0.01446690986490583,-0.06772854012753064
150,2016/1/18,5468.374,5606.25,5716.78,5447.48,14821,16735856600.0,0.040263634336677824,0.0143470234113714,-0.07192526198439238
151,2016/1/19,5617.2119999999995,5831.978,5868.94,5602.808000000001,14029,16214344760.0,-0.016998863850309555,-0.09437792803745142,-0.07520227271090536
152,2016/1/20,5781.898,5732.840999999999,5865.366,5700.016,13256,15478951240.0,-0.026348367240605398,-0.09921084502430808,-0.05483232484556948
153,2016/1/21,5741.986,5581.79,5885.893,5558.5019999999995,15706,18191707800.0,0.01644866610890057,-0.09633612156673757,-0.004919747966154107
154,2016/1/22,5674.793000000001,5673.603,5730.073,5515.451999999999,15119,17175161240.0,0.00230541333258616,-0.08102329331114629,-0.03445130017027975
155,2016/1/25,5694.525,5686.683000000001,5798.001,5640.035,12620,14526305520.0,-0.07123924438904027,-0.08505204176142764,-0.033256997093033175
156,2016/1/26,5630.249,5281.568,5639.797,5255.118,15040,16680649920.0,-0.02224471974989247,0.02117401498948786,0.08275118298202344
157,2016/1/27,5317.026999999999,5164.081,5330.398,5006.643,17504,18289973840.0,-0.02324111492441738,0.04926626828665158,0.11655665354590689
158,2016/1/28,5130.383,5044.062,5224.431,5022.779,14559,15147309240.0,0.033672663024364224,0.10116192069011062,0.13506039378580195
159,2016/1/29,5052.409000000001,5213.909000000001,5302.238,5042.775,16449,17245397400.0,-0.0020886440480645764,0.05067809967531074,0.09691653613440515
160,2016/2/1,5218.522,5203.019,5270.882,5096.986,14065,14814217800.0,0.03659048717677168,0.05660982594912674,0.12021309166851006
161,2016/2/2,5190.56,5393.4,5418.719,5190.56,14631,15835945320.0,0.004653094522935525,0.060300367115363254,0.06409407794712063
162,2016/2/3,5342.75,5418.496,5443.920999999999,5278.97,14202,15397598880.0,0.025068395362846174,0.06413089536284615,0.06435678830435615
163,2016/2/4,5427.839,5554.329000000001,5577.14,5427.839,15091,16873188360.0,-0.013717048449956835,0.030784276552577088,-0.055871915401482355
164,2016/2/5,5536.995,5478.14,5565.214,5474.331999999999,10993,12324869960.0,0.003545181393684602,0.04400818525996059,-0.03254389263509159
165,2016/2/15,5387.107,5497.561,5516.108,5315.706999999999,13383,14722040440.0,0.040211104524351816,0.06019560310472228,-0.09701229326968817
166,2016/2/16,5525.975,5718.624,5745.82,5517.717,14819,16989399240.0,0.008282586860055967,0.00357795861382043,-0.10793208296261478
167,2016/2/17,5696.121,5765.9890000000005,5784.565,5663.321999999999,14788,17140320760.0,-0.007054123759167921,0.00021227928114329734,-0.05387245795994418
168,2016/2/18,5777.941999999999,5725.315,5828.61,5722.429,16369,19108010560.0,-0.0010640462577166032,-0.08406821284069071,-0.04576866076364357
169,2016/2/19,5692.031,5719.223000000001,5773.87,5684.775,16112,18680270280.0,0.019105217614350568,-0.07332517021980103,-0.07189210842102174
170,2016/2/22,5770.521,5828.49,5880.133000000001,5765.472,13132,15300213840.0,-0.015339307436402867,-0.1482819735471795,-0.06575665395325371
171,2016/2/23,5759.383000000001,5739.085,5781.16,5655.772,12526,14503495360.0,0.004901129709701218,-0.1111124857011179,-0.040244394359031
172,2016/2/24,5720.448,5767.213000000001,5810.231,5611.0380000000005,15359,17736056520.0,-0.09072232983245115,-0.054073258608620965,-0.07215408898544245
173,2016/2/25,5749.875,5243.9980000000005,5769.0869999999995,5184.916,17979,20084427760.0,0.01065255936405757,0.04181485195074428,-0.0023014882919483214
174,2016/2/26,5311.7519999999995,5299.86,5373.021,5216.6359999999995,15850,17079117680.0,-0.06332808791175619,0.0015464559441192623,-0.010589713690550279
175,2016/2/29,5286.736999999999,4964.23,5286.736999999999,4925.36,18527,18992174480.0,0.02763187845849211,0.09689277088289634,0.09798014999305042
176,2016/3/1,4959.795,5101.401,5160.3820000000005,4955.163,18858,19332803840.0,0.0693848611391263,0.07972672605035377,0.0592249070402425
177,2016/3/2,5131.581,5455.361,5491.472,5122.263,19306,20751800680.0,0.001450683098698649,-0.01911440874398593,-0.022537280300973763
178,2016/3/3,5452.963000000001,5463.275,5594.059,5450.391,18009,20169965760.0,-0.02841134667392728,-0.0423456626291006,0.010420489541529632
179,2016/3/4,5468.151,5308.056,5528.460999999999,5241.862,20395,22361327840.0,0.025842229245509184,-0.012117430562149253,0.07854400933223014
180,2016/3/7,5399.915,5445.228,5563.859,5371.821999999999,18343,20395071440.0,0.01154974594268606,0.0009913267176324184,0.07972632183629404
181,2016/3/8,5371.395,5508.119000000001,5519.355,5208.804,20414,22276784280.0,-0.02850955108268368,-0.01898797030347395,0.05579872185041745
182,2016/3/9,5410.201999999999,5351.085,5449.064,5311.515,16973,18576481480.0,-0.0222676335733781,-0.003489572675448191,0.09171354968198035
183,2016/3/10,5377.18,5231.929,5431.079000000001,5209.022,18136,19684439800.0,0.002256720226899063,0.055099371570218145,0.09500014239489882
184,2016/3/11,5205.32,5243.736,5304.767,5157.9,17359,18527745400.0,0.039454694134105975,0.09177349889468117,0.10451746617297301
185,2016/3/14,5353.121,5450.626,5556.995,5336.246999999999,21334,23704255720.0,-0.008640291959125475,0.07865702031289609,0.05197182855693998
186,2016/3/15,5433.834,5403.531,5479.563,5375.103,17507,19357433760.0,-0.013161578974933353,0.0762342253611574,0.046843258602569264
187,2016/3/16,5457.847,5332.411999999999,5479.144,5258.911999999999,22231,24263264720.0,0.035217271283614356,0.0955365039310542,0.10221040684778301
188,2016/3/17,5354.235,5520.205,5552.5,5312.925,25707,28392369080.0,0.037094093425878175,0.0378170738224397,0.06512457417795177
189,2016/3/18,5509.815,5724.972,5758.844,5509.815,23864,27281575000.0,0.026966769444461917,0.011672720844748399,0.027208692025044008
190,2016/3/21,5798.118,5879.356,5909.39,5788.973000000001,17344,20255776000.0,-0.01086700652248301,-0.024739274165401795,0.02726097892354213
191,2016/3/22,5787.361999999999,5815.465,5882.053000000001,5768.437,14642,17205279400.0,0.004537384370811227,-0.027309080185333505,0.043589635566545354
192,2016/3/23,5809.06,5841.852,5869.645,5762.349,14820,17451941680.0,-0.019324180071662072,0.006091903731898675,0.026242534045710055
193,2016/3/24,5785.234,5728.963000000001,5849.715,5717.99,19234,22515297120.0,0.01096795353714102,0.026312440837896748,0.037725850210587865
194,2016/3/25,5742.472,5791.798000000001,5830.164000000001,5731.183000000001,15273,17871482720.0,-0.009995687004277588,0.015356716515320336,0.04731656732503427
195,2016/3/28,5830.661999999999,5733.905,5944.227,5717.0380000000005,17776,21045358360.0,-0.013473365882413489,0.05331933472912456,0.05516903401782917
